Lmod has detected the following error: A different version of the 'GCCcore'
module is already loaded (see output of 'ml').
You should load another 'GCC' module that is compatible with the currently
loaded version of 'GCCcore'.
Use 'ml spider GCC' to get an overview of the available versions.


If you don't understand the warning or error, contact the helpdesk at
hpc@vub.be 
While processing the following module(s):
    Module fullname        Module Filename
    ---------------        ---------------
    GCC/12.3.0             /apps/brussel/RL8/skylake/modules/2023a/all/GCC/12.3.0.lua
    gfbf/2023a             /apps/brussel/RL8/skylake/modules/2023a/all/gfbf/2023a.lua
    sympy/1.12-gfbf-2023a  /apps/brussel/RL8/skylake/modules/2023a/all/sympy/1.12-gfbf-2023a.lua


Due to MODULEPATH changes, the following have been reloaded:
  1) OpenSSL/1.1

== Dataset=Naval Propulsion X.shape=(11934, 16) LogScore/Normal
[iter 800] loss=-4.3927 val_loss=0.0000 scale=2.0000 norm=0.7329
[iter 900] loss=-4.5065 val_loss=0.0000 scale=1.0000 norm=0.3744
[iter 1000] loss=-4.5969 val_loss=0.0000 scale=1.0000 norm=0.3788
[iter 1100] loss=-4.6656 val_loss=0.0000 scale=1.0000 norm=0.3860
[iter 1200] loss=-4.7254 val_loss=0.0000 scale=1.0000 norm=0.3953
[iter 1300] loss=-4.7861 val_loss=0.0000 scale=1.0000 norm=0.3968
[iter 1400] loss=-4.8372 val_loss=0.0000 scale=1.0000 norm=0.4029
[iter 1500] loss=-4.8855 val_loss=0.0000 scale=1.0000 norm=0.4076
[iter 1600] loss=-4.9335 val_loss=0.0000 scale=1.0000 norm=0.4064
[iter 1700] loss=-4.9781 val_loss=0.0000 scale=1.0000 norm=0.4073
[iter 1800] loss=-5.0148 val_loss=0.0000 scale=1.0000 norm=0.4114
[iter 1900] loss=-5.0459 val_loss=0.0000 scale=1.0000 norm=0.4155
[16/20] BestIter=2000 RMSE: Val=0.0022 Test=0.0021 NLL: Test=-4.9699
[iter 0] loss=-2.8010 val_loss=0.0000 scale=1.0000 norm=0.3861
[iter 100] loss=-3.0307 val_loss=0.0000 scale=1.0000 norm=0.3339
[iter 200] loss=-3.3110 val_loss=0.0000 scale=1.0000 norm=0.3223
[iter 300] loss=-3.5537 val_loss=0.0000 scale=1.0000 norm=0.3279
[iter 400] loss=-3.7603 val_loss=0.0000 scale=1.0000 norm=0.3366
[iter 500] loss=-3.9371 val_loss=0.0000 scale=1.0000 norm=0.3474
[iter 600] loss=-4.1174 val_loss=0.0000 scale=2.0000 norm=0.7048
[iter 700] loss=-4.2722 val_loss=0.0000 scale=1.0000 norm=0.3637
[iter 800] loss=-4.3935 val_loss=0.0000 scale=1.0000 norm=0.3682
[iter 900] loss=-4.4918 val_loss=0.0000 scale=1.0000 norm=0.3733
[iter 1000] loss=-4.5763 val_loss=0.0000 scale=1.0000 norm=0.3774
[iter 1100] loss=-4.6450 val_loss=0.0000 scale=0.5000 norm=0.1907
[iter 1200] loss=-4.7109 val_loss=0.0000 scale=1.0000 norm=0.3858
[iter 1300] loss=-4.7708 val_loss=0.0000 scale=1.0000 norm=0.3921
[iter 1400] loss=-4.8247 val_loss=0.0000 scale=1.0000 norm=0.3955
[iter 1500] loss=-4.8765 val_loss=0.0000 scale=1.0000 norm=0.3978
[iter 1600] loss=-4.9173 val_loss=0.0000 scale=1.0000 norm=0.4049
[iter 1700] loss=-4.9557 val_loss=0.0000 scale=1.0000 norm=0.4081
[iter 1800] loss=-4.9943 val_loss=0.0000 scale=1.0000 norm=0.4083
[iter 1900] loss=-5.0312 val_loss=0.0000 scale=1.0000 norm=0.4099
[iter 0] loss=-2.8000 val_loss=0.0000 scale=1.0000 norm=0.3855
[iter 100] loss=-3.0289 val_loss=0.0000 scale=1.0000 norm=0.3330
[iter 200] loss=-3.2932 val_loss=0.0000 scale=2.0000 norm=0.6432
[iter 300] loss=-3.5431 val_loss=0.0000 scale=1.0000 norm=0.3266
[iter 400] loss=-3.7508 val_loss=0.0000 scale=1.0000 norm=0.3385
[iter 500] loss=-3.9438 val_loss=0.0000 scale=1.0000 norm=0.3471
[iter 600] loss=-4.1352 val_loss=0.0000 scale=1.0000 norm=0.3569
[iter 700] loss=-4.2919 val_loss=0.0000 scale=1.0000 norm=0.3677
[iter 800] loss=-4.4235 val_loss=0.0000 scale=1.0000 norm=0.3695
[iter 900] loss=-4.5276 val_loss=0.0000 scale=1.0000 norm=0.3735
[iter 1000] loss=-4.6145 val_loss=0.0000 scale=1.0000 norm=0.3774
[iter 1100] loss=-4.6872 val_loss=0.0000 scale=1.0000 norm=0.3822
[iter 1200] loss=-4.7460 val_loss=0.0000 scale=1.0000 norm=0.3871
[iter 1300] loss=-4.8026 val_loss=0.0000 scale=1.0000 norm=0.3848
[iter 1400] loss=-4.8491 val_loss=0.0000 scale=1.0000 norm=0.3880
[iter 1500] loss=-4.8919 val_loss=0.0000 scale=1.0000 norm=0.3907
[iter 1600] loss=-4.9293 val_loss=0.0000 scale=1.0000 norm=0.3972
[iter 1700] loss=-4.9654 val_loss=0.0000 scale=1.0000 norm=0.4023
[iter 1800] loss=-4.9958 val_loss=0.0000 scale=1.0000 norm=0.4060
[iter 1900] loss=-5.0246 val_loss=0.0000 scale=1.0000 norm=0.4080
[17/20] BestIter=2000 RMSE: Val=0.0022 Test=0.0021 NLL: Test=-4.9287
[iter 0] loss=-2.7968 val_loss=0.0000 scale=1.0000 norm=0.3841
[iter 100] loss=-3.0340 val_loss=0.0000 scale=2.0000 norm=0.6560
[iter 200] loss=-3.3062 val_loss=0.0000 scale=1.0000 norm=0.3244
[iter 300] loss=-3.5487 val_loss=0.0000 scale=1.0000 norm=0.3312
[iter 400] loss=-3.7524 val_loss=0.0000 scale=1.0000 norm=0.3388
[iter 500] loss=-3.9395 val_loss=0.0000 scale=1.0000 norm=0.3481
[iter 600] loss=-4.1364 val_loss=0.0000 scale=1.0000 norm=0.3588
[iter 700] loss=-4.2949 val_loss=0.0000 scale=1.0000 norm=0.3670
[iter 800] loss=-4.4283 val_loss=0.0000 scale=1.0000 norm=0.3691
[iter 900] loss=-4.5430 val_loss=0.0000 scale=1.0000 norm=0.3710
[iter 1000] loss=-4.6313 val_loss=0.0000 scale=2.0000 norm=0.7633
[iter 1100] loss=-4.7068 val_loss=0.0000 scale=1.0000 norm=0.3882
[iter 1200] loss=-4.7663 val_loss=0.0000 scale=1.0000 norm=0.3946
[iter 1300] loss=-4.8135 val_loss=0.0000 scale=1.0000 norm=0.3996
[iter 1400] loss=-4.8534 val_loss=0.0000 scale=1.0000 norm=0.4039
[iter 1500] loss=-4.8964 val_loss=0.0000 scale=0.5000 norm=0.2019
[iter 1600] loss=-4.9366 val_loss=0.0000 scale=1.0000 norm=0.4050
[iter 1700] loss=-4.9752 val_loss=0.0000 scale=1.0000 norm=0.4069
[iter 1800] loss=-5.0078 val_loss=0.0000 scale=1.0000 norm=0.4092
[iter 1900] loss=-5.0374 val_loss=0.0000 scale=1.0000 norm=0.4123
[iter 0] loss=-2.7972 val_loss=0.0000 scale=1.0000 norm=0.3845
[iter 100] loss=-3.0320 val_loss=0.0000 scale=1.0000 norm=0.3323
[iter 200] loss=-3.2965 val_loss=0.0000 scale=2.0000 norm=0.6449
[iter 300] loss=-3.5369 val_loss=0.0000 scale=1.0000 norm=0.3332
[iter 400] loss=-3.7422 val_loss=0.0000 scale=1.0000 norm=0.3440
[iter 500] loss=-3.9312 val_loss=0.0000 scale=1.0000 norm=0.3520
[iter 600] loss=-4.1100 val_loss=0.0000 scale=2.0000 norm=0.7173
[iter 700] loss=-4.2721 val_loss=0.0000 scale=1.0000 norm=0.3616
[iter 800] loss=-4.4028 val_loss=0.0000 scale=2.0000 norm=0.7362
[iter 900] loss=-4.5140 val_loss=0.0000 scale=1.0000 norm=0.3736
[iter 1000] loss=-4.6033 val_loss=0.0000 scale=1.0000 norm=0.3799
[iter 1100] loss=-4.6760 val_loss=0.0000 scale=1.0000 norm=0.3878
[iter 1200] loss=-4.7356 val_loss=0.0000 scale=1.0000 norm=0.3956
[iter 1300] loss=-4.7912 val_loss=0.0000 scale=1.0000 norm=0.3983
[iter 1400] loss=-4.8465 val_loss=0.0000 scale=1.0000 norm=0.3990
[iter 1500] loss=-4.8956 val_loss=0.0000 scale=1.0000 norm=0.4014
[iter 1600] loss=-4.9437 val_loss=0.0000 scale=1.0000 norm=0.4023
[iter 1700] loss=-4.9814 val_loss=0.0000 scale=1.0000 norm=0.4076
[iter 1800] loss=-5.0165 val_loss=0.0000 scale=1.0000 norm=0.4103
[iter 1900] loss=-5.0517 val_loss=0.0000 scale=1.0000 norm=0.4120
[18/20] BestIter=2000 RMSE: Val=0.0022 Test=0.0021 NLL: Test=-4.9728
[iter 0] loss=-2.8007 val_loss=0.0000 scale=1.0000 norm=0.3858
[iter 100] loss=-3.0299 val_loss=0.0000 scale=1.0000 norm=0.3332
[iter 200] loss=-3.3014 val_loss=0.0000 scale=1.0000 norm=0.3214
[iter 300] loss=-3.5468 val_loss=0.0000 scale=1.0000 norm=0.3269
[iter 400] loss=-3.7498 val_loss=0.0000 scale=1.0000 norm=0.3389
[iter 500] loss=-3.9260 val_loss=0.0000 scale=1.0000 norm=0.3503
[iter 600] loss=-4.0914 val_loss=0.0000 scale=1.0000 norm=0.3563
[iter 700] loss=-4.2516 val_loss=0.0000 scale=2.0000 norm=0.7209
[iter 800] loss=-4.3777 val_loss=0.0000 scale=1.0000 norm=0.3664
[iter 900] loss=-4.4837 val_loss=0.0000 scale=1.0000 norm=0.3722
[iter 1000] loss=-4.5843 val_loss=0.0000 scale=1.0000 norm=0.3718
[iter 1100] loss=-4.6578 val_loss=0.0000 scale=1.0000 norm=0.3780
[iter 1200] loss=-4.7179 val_loss=0.0000 scale=1.0000 norm=0.3864
[iter 1300] loss=-4.7739 val_loss=0.0000 scale=1.0000 norm=0.3897
[iter 1400] loss=-4.8228 val_loss=0.0000 scale=1.0000 norm=0.3934
[iter 1500] loss=-4.8745 val_loss=0.0000 scale=0.5000 norm=0.1966
[iter 1600] loss=-4.9207 val_loss=0.0000 scale=1.0000 norm=0.3954
[iter 1700] loss=-4.9616 val_loss=0.0000 scale=1.0000 norm=0.3990
[iter 1800] loss=-4.9958 val_loss=0.0000 scale=1.0000 norm=0.4032
[iter 1900] loss=-5.0305 val_loss=0.0000 scale=1.0000 norm=0.4054
[iter 0] loss=-2.8002 val_loss=0.0000 scale=1.0000 norm=0.3855
[iter 100] loss=-3.0270 val_loss=0.0000 scale=1.0000 norm=0.3343
[iter 200] loss=-3.2937 val_loss=0.0000 scale=2.0000 norm=0.6441
[iter 300] loss=-3.5398 val_loss=0.0000 scale=1.0000 norm=0.3298
[iter 400] loss=-3.7523 val_loss=0.0000 scale=1.0000 norm=0.3405
[iter 500] loss=-3.9448 val_loss=0.0000 scale=1.0000 norm=0.3512
[iter 600] loss=-4.1148 val_loss=0.0000 scale=1.0000 norm=0.3566
[iter 700] loss=-4.2575 val_loss=0.0000 scale=1.0000 norm=0.3640
[iter 800] loss=-4.3812 val_loss=0.0000 scale=0.5000 norm=0.1844
[iter 900] loss=-4.4814 val_loss=0.0000 scale=1.0000 norm=0.3745
[iter 1000] loss=-4.5678 val_loss=0.0000 scale=2.0000 norm=0.7590
[iter 1100] loss=-4.6445 val_loss=0.0000 scale=1.0000 norm=0.3834
[iter 1200] loss=-4.7068 val_loss=0.0000 scale=1.0000 norm=0.3869
[iter 1300] loss=-4.7657 val_loss=0.0000 scale=1.0000 norm=0.3881
[iter 1400] loss=-4.8173 val_loss=0.0000 scale=1.0000 norm=0.3913
[iter 1500] loss=-4.8650 val_loss=0.0000 scale=2.0000 norm=0.7880
[iter 1600] loss=-4.9068 val_loss=0.0000 scale=1.0000 norm=0.3974
[iter 1700] loss=-4.9437 val_loss=0.0000 scale=1.0000 norm=0.4008
[iter 1800] loss=-4.9819 val_loss=0.0000 scale=1.0000 norm=0.4031
[iter 1900] loss=-5.0168 val_loss=0.0000 scale=1.0000 norm=0.4064
[19/20] BestIter=2000 RMSE: Val=0.0023 Test=0.0021 NLL: Test=-4.9486
[iter 0] loss=-2.7997 val_loss=0.0000 scale=1.0000 norm=0.3873
[iter 100] loss=-3.0322 val_loss=0.0000 scale=1.0000 norm=0.3335
[iter 200] loss=-3.2987 val_loss=0.0000 scale=1.0000 norm=0.3228
[iter 300] loss=-3.5383 val_loss=0.0000 scale=1.0000 norm=0.3369
[iter 400] loss=-3.7484 val_loss=0.0000 scale=1.0000 norm=0.3486
[iter 500] loss=-3.9449 val_loss=0.0000 scale=1.0000 norm=0.3554
[iter 600] loss=-4.1158 val_loss=0.0000 scale=1.0000 norm=0.3606
[iter 700] loss=-4.2715 val_loss=0.0000 scale=1.0000 norm=0.3624
[iter 800] loss=-4.4042 val_loss=0.0000 scale=1.0000 norm=0.3643
[iter 900] loss=-4.5163 val_loss=0.0000 scale=1.0000 norm=0.3687
[iter 1000] loss=-4.5971 val_loss=0.0000 scale=0.5000 norm=0.1883
[iter 1100] loss=-4.6628 val_loss=0.0000 scale=1.0000 norm=0.3837
[iter 1200] loss=-4.7202 val_loss=0.0000 scale=1.0000 norm=0.3906
[iter 1300] loss=-4.7811 val_loss=0.0000 scale=1.0000 norm=0.3934
[iter 1400] loss=-4.8414 val_loss=0.0000 scale=1.0000 norm=0.3936
[iter 1500] loss=-4.8926 val_loss=0.0000 scale=1.0000 norm=0.3988
[iter 1600] loss=-4.9370 val_loss=0.0000 scale=1.0000 norm=0.4038
[iter 1700] loss=-4.9801 val_loss=0.0000 scale=2.0000 norm=0.8133
[iter 1800] loss=-5.0164 val_loss=0.0000 scale=1.0000 norm=0.4101
[iter 1900] loss=-5.0485 val_loss=0.0000 scale=1.0000 norm=0.4128
[iter 0] loss=-2.8010 val_loss=0.0000 scale=1.0000 norm=0.3869
[iter 100] loss=-3.0289 val_loss=0.0000 scale=1.0000 norm=0.3350
[iter 200] loss=-3.2982 val_loss=0.0000 scale=2.0000 norm=0.6495
[iter 300] loss=-3.5415 val_loss=0.0000 scale=1.0000 norm=0.3281
[iter 400] loss=-3.7450 val_loss=0.0000 scale=1.0000 norm=0.3386
[iter 500] loss=-3.9312 val_loss=0.0000 scale=1.0000 norm=0.3492
[iter 600] loss=-4.1119 val_loss=0.0000 scale=1.0000 norm=0.3559
[iter 700] loss=-4.2746 val_loss=0.0000 scale=1.0000 norm=0.3660
[iter 800] loss=-4.4021 val_loss=0.0000 scale=1.0000 norm=0.3708
[iter 900] loss=-4.5048 val_loss=0.0000 scale=1.0000 norm=0.3755
[iter 1000] loss=-4.5882 val_loss=0.0000 scale=1.0000 norm=0.3831
[iter 1100] loss=-4.6622 val_loss=0.0000 scale=1.0000 norm=0.3857
[iter 1200] loss=-4.7186 val_loss=0.0000 scale=1.0000 norm=0.3908
[iter 1300] loss=-4.7735 val_loss=0.0000 scale=1.0000 norm=0.3940
[iter 1400] loss=-4.8276 val_loss=0.0000 scale=1.0000 norm=0.3917
[iter 1500] loss=-4.8755 val_loss=0.0000 scale=1.0000 norm=0.3926
[iter 1600] loss=-4.9189 val_loss=0.0000 scale=1.0000 norm=0.3940
[iter 1700] loss=-4.9576 val_loss=0.0000 scale=1.0000 norm=0.3957
[iter 1800] loss=-4.9907 val_loss=0.0000 scale=1.0000 norm=0.4015
[iter 1900] loss=-5.0236 val_loss=0.0000 scale=1.0000 norm=0.4047
[20/20] BestIter=2000 RMSE: Val=0.0021 Test=0.0023 NLL: Test=-4.9233
Naval Propulsion
== GBM=0.0000 +/- 0.0000, RMSE NGBOOST =0.0022 ± 0.0001, NLL NGBOOST=-4.9351 ± 0.0349, TIME = 342.8824
